date,age,rate,n,region,quarter,infected
2022-02-15,50-64,49.79066803925,380,PA,1,0.4979066803925
2022-05-15,50-64,58.8606013066357,470,PA,2,0.4979066803925
2022-08-15,50-64,63.9219735248947,529,PA,3,0.4979066803925
2022-11-15,50-64,78.3866623685448,583,PA,4,0.4979066803925
2022-02-15,65+,33.1297334737608,200,PA,1,0.331297334737608
2022-05-15,65+,41.4593153469481,267,PA,2,0.331297334737608
2022-08-15,65+,53.4963063553319,338,PA,3,0.331297334737608
2022-11-15,65+,60.702144166934,371,PA,4,0.331297334737608
2022-02-15,18-49,68.4768189498294,98,SC,1,0.684768189498294
2022-05-15,18-49,79.1673764890027,101,SC,2,0.684768189498294
2022-08-15,18-49,83.1003704983937,110,SC,3,0.684768189498294
2022-11-15,18-49,92.6484003701034,110,SC,4,0.684768189498294
2022-02-15,50-64,58.4503915228941,179,SC,1,0.584503915228941
2022-05-15,50-64,67.0388736214021,182,SC,2,0.584503915228941
2022-08-15,50-64,76.8331718147916,221,SC,3,0.584503915228941
2022-11-15,50-64,79.4589504959789,221,SC,4,0.584503915228941
2022-02-15,65+,41.2121785401713,107,SC,1,0.412121785401713
2022-05-15,65+,48.7945317280572,132,SC,2,0.412121785401713
2022-08-15,65+,63.0953601916298,159,SC,3,0.412121785401713
2022-11-15,65+,74.9326060036558,189,SC,4,0.412121785401713
2022-02-15,18-49,66.0436447048223,281,SD,1,0.660436447048223
2022-05-15,18-49,78.800632303843,308,SD,2,0.660436447048223
2022-08-15,18-49,81.2037211529553,249,SD,3,0.660436447048223
2022-11-15,18-49,83.0187253645287,248,SD,4,0.660436447048223
2022-02-15,50-64,56.415999140214,204,SD,1,0.56415999140214
2022-05-15,50-64,61.7901728213409,224,SD,2,0.56415999140214
2022-08-15,50-64,72.8873733470951,215,SD,3,0.56415999140214
2022-11-15,50-64,73.3358066470294,219,SD,4,0.56415999140214
2022-02-15,65+,41.6263729078087,115,SD,1,0.416263729078087
2022-05-15,65+,52.0220710164013,121,SD,2,0.416263729078087
2022-08-15,65+,53.7663100011688,115,SD,3,0.416263729078087
2022-11-15,65+,60.7955417869043,120,SD,4,0.416263729078087
2022-02-15,18-49,69.9580777986578,222,TN,1,0.699580777986578
2022-05-15,18-49,79.3398298650578,257,TN,2,0.699580777986578
2022-08-15,18-49,89.4474754021546,284,TN,3,0.699580777986578
2022-11-15,18-49,91.9239344102951,270,TN,4,0.699580777986578
2022-02-15,50-64,60.1511933614852,259,TN,1,0.601511933614852
2022-05-15,50-64,64.0308648080508,291,TN,2,0.601511933614852
2022-08-15,50-64,78.522915543993,352,TN,3,0.601511933614852
2022-11-15,50-64,80.6478120916558,370,TN,4,0.601511933614852
2022-02-15,65+,46.9436618801001,124,TN,1,0.469436618801001
2022-05-15,65+,57.0094545442361,148,TN,2,0.469436618801001
2022-08-15,65+,66.717956786326,179,TN,3,0.469436618801001
2022-11-15,65+,77.8553053473995,224,TN,4,0.469436618801001
2022-02-15,18-49,73.1671802170318,547,TX,1,0.731671802170318
2022-05-15,18-49,78.663134208892,554,TX,2,0.731671802170318
2022-08-15,18-49,89.7206529706966,593,TX,3,0.731671802170318
2022-11-15,18-49,90.9367877245404,607,TX,4,0.731671802170318
2022-02-15,50-64,63.576098390456,456,TX,1,0.63576098390456
2022-05-15,50-64,72.3916010875954,494,TX,2,0.63576098390456
2022-08-15,50-64,80.7145598630875,556,TX,3,0.63576098390456
2022-11-15,50-64,84.3237052216099,535,TX,4,0.63576098390456
2022-02-15,65+,46.8557500417025,170,TX,1,0.468557500417025
2022-05-15,65+,58.0146108681578,209,TX,2,0.468557500417025
2022-08-15,65+,67.7998242163544,213,TX,3,0.468557500417025
2022-11-15,65+,75.4217481189273,236,TX,4,0.468557500417025
2022-02-15,18-49,69.2989955783716,293,UT,1,0.692989955783716
2022-05-15,18-49,78.9034278562469,322,UT,2,0.692989955783716
2022-08-15,18-49,86.0880284717695,374,UT,3,0.692989955783716
2022-11-15,18-49,90.3783168914781,357,UT,4,0.692989955783716
2022-02-15,50-64,63.6947908705514,238,UT,1,0.636947908705514
2022-05-15,50-64,68.2515636021733,250,UT,2,0.636947908705514
2022-08-15,50-64,79.9196691964008,321,UT,3,0.636947908705514
2022-11-15,50-64,84.3408544987157,308,UT,4,0.636947908705514
2022-02-15,65+,47.9059344867399,147,UT,1,0.479059344867399
2022-05-15,65+,49.9906002649059,143,UT,2,0.479059344867399
2022-08-15,65+,66.2678264666494,187,UT,3,0.479059344867399
2022-11-15,65+,75.2308677094,210,UT,4,0.479059344867399
2022-02-15,18-49,29.0840059887368,18,VT,1,0.290840059887368
2022-05-15,18-49,57.6742081987527,31,VT,2,0.290840059887368
2022-08-15,18-49,69.114412826151,34,VT,3,0.290840059887368
2022-11-15,18-49,74.1776799015123,32,VT,4,0.290840059887368
2022-02-15,50-64,26.4079786147188,21,VT,1,0.264079786147188
2022-05-15,50-64,35.4903326324424,29,VT,2,0.264079786147188
2022-08-15,50-64,54.5163491425132,44,VT,3,0.264079786147188
2022-11-15,50-64,64.2937654358056,49,VT,4,0.264079786147188
2022-02-15,65+,20.4910247513037,18,VT,1,0.204910247513037
2022-05-15,65+,32.2963685930956,26,VT,2,0.204910247513037
2022-08-15,65+,44.2552291326365,37,VT,3,0.204910247513037
2022-11-15,65+,51.6081192853188,42,VT,4,0.204910247513037
2022-02-15,18-49,50.9614228381065,229,VA,1,0.509614228381065
2022-05-15,18-49,60.9041849554302,283,VA,2,0.509614228381065
2022-08-15,18-49,75.2735812978912,337,VA,3,0.509614228381065
2022-11-15,18-49,78.3355642165196,336,VA,4,0.509614228381065
2022-02-15,50-64,37.7535308943329,288,VA,1,0.377535308943329
2022-05-15,50-64,44.6752063759663,354,VA,2,0.377535308943329
2022-08-15,50-64,59.6026474407181,450,VA,3,0.377535308943329
2022-11-15,50-64,64.8642045044212,487,VA,4,0.377535308943329
2022-02-15,65+,23.019896035301,169,VA,1,0.23019896035301
2022-05-15,65+,34.2233044127889,219,VA,2,0.23019896035301
2022-08-15,65+,47.7733690002793,264,VA,3,0.23019896035301
2022-11-15,65+,51.1736028013017,295,VA,4,0.23019896035301
2022-02-15,18-49,57.2659519071602,251,WA,1,0.572659519071602
2022-05-15,18-49,69.9597979054658,267,WA,2,0.572659519071602
2022-08-15,18-49,76.822854136011,288,WA,3,0.572659519071602
2022-11-15,18-49,85.2888482574193,307,WA,4,0.572659519071602
2022-02-15,50-64,47.6368185293595,242,WA,1,0.476368185293595
2022-05-15,50-64,53.8999154976925,284,WA,2,0.476368185293595
2022-08-15,50-64,71.7935697830906,350,WA,3,0.476368185293595
2022-11-15,50-64,79.448878898016,348,WA,4,0.476368185293595
2022-02-15,65+,35.7802075651786,174,WA,1,0.357802075651786
2022-05-15,65+,43.9850355938506,212,WA,2,0.357802075651786
2022-08-15,65+,59.0447602307998,255,WA,3,0.357802075651786
2022-11-15,65+,63.8400062188862,279,WA,4,0.357802075651786
2022-02-15,18-49,58.5802162414101,41,WV,1,0.585802162414101
2022-05-15,18-49,75.6959077849064,51,WV,2,0.585802162414101
2022-08-15,18-49,84.3497997039466,50,WV,3,0.585802162414101
2022-11-15,18-49,88.2955905854173,51,WV,4,0.585802162414101
2022-02-15,50-64,50.6564064286666,48,WV,1,0.506564064286666
2022-05-15,50-64,58.2360146945442,61,WV,2,0.506564064286666
2022-08-15,50-64,71.508978218431,77,WV,3,0.506564064286666
2022-11-15,50-64,79.0619059665846,85,WV,4,0.506564064286666
2022-02-15,65+,40.9576144226202,21,WV,1,0.409576144226202
2022-05-15,65+,52.1080707407375,27,WV,2,0.409576144226202
2022-08-15,65+,64.9667195593536,40,WV,3,0.409576144226202
2022-11-15,65+,70.1770304778527,38,WV,4,0.409576144226202
2022-02-15,18-49,68.3118300688393,258,WI,1,0.683118300688393
2022-05-15,18-49,79.6954890915844,308,WI,2,0.683118300688393
2022-08-15,18-49,88.5500477897497,363,WI,3,0.683118300688393
2022-11-15,18-49,91.0931861448133,350,WI,4,0.683118300688393
2022-02-15,50-64,61.7156593281565,499,WI,1,0.617156593281565
2022-05-15,50-64,66.4148890634301,541,WI,2,0.617156593281565
2022-08-15,50-64,77.778077517641,603,WI,3,0.617156593281565
2022-11-15,50-64,83.8200512017401,632,WI,4,0.617156593281565
2022-02-15,65+,49.7207773035544,289,WI,1,0.497207773035544
2022-05-15,65+,56.2842943476432,351,WI,2,0.497207773035544
2022-08-15,65+,68.3309691122893,436,WI,3,0.497207773035544
2022-11-15,65+,77.5849229374795,506,WI,4,0.497207773035544
2022-02-15,18-49,66.7343159841171,134,WY,1,0.667343159841171
2022-05-15,18-49,81.2627567910944,159,WY,2,0.667343159841171
2022-08-15,18-49,86.8211201575381,164,WY,3,0.667343159841171
2022-11-15,18-49,86.7619977760979,157,WY,4,0.667343159841171
2022-02-15,50-64,56.7613077880166,141,WY,1,0.567613077880166
2022-05-15,50-64,68.0996950545825,154,WY,2,0.567613077880166
2022-08-15,50-64,68.5691761386798,158,WY,3,0.567613077880166
2022-11-15,50-64,78.6072242669189,169,WY,4,0.567613077880166
2022-02-15,65+,43.5606471101313,74,WY,1,0.435606471101313
2022-05-15,65+,55.6597245103869,90,WY,2,0.435606471101313
2022-08-15,65+,65.2299584105038,128,WY,3,0.435606471101313
2022-11-15,65+,69.0400426544212,111,WY,4,0.435606471101313
2022-02-15,18-49,73.5300591715977,338,ND,1,
2022-02-15,50-64,65.49,284,ND,1,
2022-02-15,65+,49.12,155,ND,1,
2022-05-15,18-49,80.7353465346535,404,ND,2,
2022-05-15,50-64,75.25,359,ND,2,
2022-05-15,65+,60.65,193,ND,2,
2022-08-15,18-49,87.5911168831169,385,ND,3,
2022-08-15,50-64,79.18,352,ND,3,
2022-08-15,65+,70.63,229,ND,3,
2022-11-15,18-49,92.9431362467866,389,ND,4,
2022-11-15,50-64,83.44,347,ND,4,
2022-11-15,65+,81.85,225,ND,4,
